"Country.Name","year","case_incidence","cases_log","lag_case_log","death_incidence","case_incidence_log","lag_case_incidence_log","death_incidence_log","Country.Code","results_mean","results_median","results_weighted","residuals_log","a_log","cpi","trade_openness","agr_share","Region","IncomeGroup","edu","country","currency_unit","rgdpe","rgdpo","pop","emp","avh","hc","ccon","cda","cgdpe","cgdpo","cn","ck","ctfp","cwtfp","rgdpna","rconna","rdana","rnna","rkna","rtfpna","rwtfpna","labsh","irr","delta","xr","pl_con","pl_da","pl_gdpo","i_cig","i_xm","i_xr","i_outlier","i_irr","cor_exp","statcap","csh_c","csh_i","csh_g","csh_x","csh_m","csh_r","pl_c","pl_i","pl_g","pl_x","pl_m","pl_n","pl_k","gdp_log","k_log","employment_log","cpi_log","trade_openness_log","agr_share_log","edu_log","Y_L","tfp_log","tfp","tfp_base","tfp_index","olr_o","olr_a","olr_std","hbs_olr_o"
"Angola",2001,32926.9428580131,15.5344030539116,15.490086936533,140.352840595581,10.4020465334662,10.3905826474438,4.94415954197309,"AGO",0.069871821,0.061608597,0.070332967,-0.282996830203054,10.760909012405,152.561022469299,NA,8.156377022,"Sub-Saharan Africa","Lower middle income",18.82,"Angola","Kwanza",40838.36328125,39557.390625,16.945753,9.39617443084717,NA,1.30848634243011,27040.22265625,40403.33203125,40581.89453125,39914.6640625,322602.53125,0.00972202140837908,0.15361587703228,0.149213224649429,84199.8671875,66717.90625,94374.5234375,781995.6875,0.548506617546082,0.66330897808075,0.812937259674072,0.284384667873383,0.06759013235569,0.0397405736148357,22.0578616666667,0.38072595000267,0.294431835412979,0.299353688955307,"Extrapolated","Benchmark","Market-based","Regular","Regular",NA,NA,0.476827561855316,0.334792017936707,0.200623273849487,0.42126590013504,-0.180509522557259,-0.252999246120453,0.323883444070816,0.119815856218338,0.51582533121109,0.37408635020256,0.446161508560181,0.11172903329134,0.231091201305389,11.3409486228836,-0.600555934533649,2.24030263099719,5.02756466334954,NA,2.09880007798024,2.93492013415723,4209.94639000475,10.4779121822019,35522.1662566565,55430.1884639772,0.640845128638549,43.6083333333333,0.45,0.025,-10.0214517955979
"Angola",2002,31461.9830624784,15.5222430436274,15.5344030539116,125.050382104733,10.3565352090338,10.4020465334662,4.82871671293458,"AGO",0.069871821,0.061608597,0.070332967,-0.168853356991353,10.760909012405,108.897436089429,105.301742600149,5.839549975,"Sub-Saharan Africa","Lower middle income",18.82,"Angola","Kwanza",46391.69140625,44386.85546875,17.519417,9.70118045806885,NA,1.32013463973999,27705.3828125,42306.40625,46423.421875,46788.27734375,330384.75,0.0098189115524292,0.17447492480278,0.150204181671143,96434.1015625,68735.2109375,98287.921875,787984.5625,0.553978085517883,0.747592389583588,0.833167195320129,0.284384667873383,0.0113484049215913,0.0395709276199341,43.5302066666667,0.334553867578506,0.329264670610428,0.326697051525116,"Extrapolated","Benchmark","Market-based","Regular","Regular",NA,NA,0.390809297561646,0.312065809965134,0.201334401965141,0.43728095293045,-0.144063964486122,-0.197426483035088,0.346984893083572,0.31922847032547,0.310424029827118,0.358957916498184,0.44073486328125,0.293808788061142,0.275024920701981,11.476615168692,-0.590630149844171,2.27224757481302,4.69040648594669,4.6568299679123,1.76465373479559,2.93492013415723,4575.40766926274,10.5920556554136,39817.255612389,55430.1884639772,0.718331593591195,29.1416666666667,-14.0166666666667,-0.908333333333333,-8.95147197304128
"Angola",2003,31889.79219218,15.5698822332159,15.5222430436274,121.692693726481,10.3700412435884,10.3565352090338,4.80149896307611,"AGO",0.069871821,0.061608597,0.070332967,-0.167190435547113,10.760909012405,98.2241436573304,103.901229551372,6.198384502,"Sub-Saharan Africa","Lower middle income",18.82,"Angola","Kwanza",48488.30859375,48612.578125,18.121479,9.99083614349365,NA,1.33188664913177,29911.638671875,46370.453125,48678.51953125,50810.56640625,338900.71875,0.0101861376315355,0.180227190256119,0.156137928366661,99317.3359375,73420,107235.671875,797936.75,0.568081319332123,0.749893188476562,0.885342597961426,0.291652709245682,0.0158325489610434,0.0396993942558765,74.6063008333333,0.385935306549072,0.365925371646881,0.350570887327194,"Extrapolated","Benchmark","Market-based","Regular","Regular",NA,NA,0.388095647096634,0.323924988508224,0.200593695044518,0.455064058303833,-0.182377502322197,-0.185300871729851,0.388000577688217,0.32956001162529,0.381939589977264,0.370284974575043,0.476594656705856,0.293362438678741,0.285575032234192,11.5060754162408,-0.565490702670278,2.30166828720539,4.58725204723223,4.64344073202334,1.82428869390475,2.93492013415723,4865.7166854506,10.5937185768578,39883.5236646092,55430.1884639772,0.719527116356975,40.0916666666667,-3.06666666666667,-0.191666666666667,-9.79826082911771
"Angola",2004,31257.6593708507,15.584924549591,15.5698822332159,114.07947654067,10.3500197249997,10.3700412435884,4.73689536812697,"AGO",0.069871821,0.061608597,0.070332967,-0.0972922532039524,10.760909012405,43.5421067519687,103.579947051466,6.250877905,"Sub-Saharan Africa","Lower middle income",18.82,"Angola","Kwanza",57571.0390625,58740.80078125,18.758145,10.2794609069824,NA,1.34374332427979,31152.150390625,50252.26953125,57881.46484375,62210.6484375,351294.53125,0.0102223381400108,0.211143523454666,0.160985469818115,110195.65625,75921.21875,115657.4609375,814614.3125,0.590461790561676,0.800954401493073,0.919210016727448,0.275552868843079,0.0241242405027151,0.0403016731142998,83.5413625,0.422815710306168,0.406901329755783,0.378585457801819,"Extrapolated","Benchmark","Market-based","Regular","Regular",NA,41.1111111111111,0.328582167625427,0.307023286819458,0.172170549631119,0.498210579156876,-0.214625477790833,-0.0913610979914665,0.479462116956711,0.380945116281509,0.314707815647125,0.384222269058228,0.498241424560547,0.332943588495255,0.356918096542358,11.6100127579549,-0.526850352361799,2.33014781769693,3.77372844122214,4.64034374981069,1.83272191868405,2.93492013415723,5714.38534693485,10.663616759201,42771.0503577038,55430.1884639772,0.771620150371665,37.55,-5.60833333333333,-0.366666666666667,-9.62440307217366
"Angola",2005,31380.0449952085,15.6244089793347,15.584924549591,107.125817954487,10.3539274601677,10.3500197249997,4.67400401240325,"AGO",0.069871821,0.061608597,0.070332967,0.00913044553097727,10.760909012405,22.953513851394,106.590962129525,5.060402948,"Sub-Saharan Africa","Lower middle income",18.82,"Angola","Kwanza",71963.1796875,79999.515625,19.433602,10.6196088790894,NA,1.35570561885834,33923.7578125,55361.75,73289.5390625,82367.328125,366519.78125,0.00994008406996727,0.274469435214996,0.171127468347549,126757.1796875,80457.6640625,125114.6796875,835925.8125,0.610579907894135,0.889505386352539,0.960023820400238,0.231606543064117,0.0463360510766506,0.0409910939633846,87.1591416666667,0.522916615009308,0.504449665546417,0.448853671550751,"Benchmark","Benchmark","Market-based","Regular","Regular",0.38551021299758,45.5555555555556,0.264781594276428,0.260272979736328,0.147077813744545,0.628623843193054,-0.183254912495613,-0.117501325905323,0.541658401489258,0.475227177143097,0.48917618393898,0.407501339912415,0.510913491249084,0.416146039962769,0.555891215801239,11.7500285643265,-0.493346104735148,2.36270218642462,3.13347103377977,4.66899872511237,1.62144611412085,2.93492013415723,7533.18851342292,10.7700394579359,47573.8946444239,55430.1884639772,0.858266875194571,40.4583333333333,-2.7,-0.175,-9.8224278994715
"Angola",2006,30026.9165186184,15.6162510765628,15.6244089793347,95.8271708541767,10.3098494756727,10.3539274601677,4.56254626537137,"AGO",0.069871821,0.061608597,0.070332967,0.0862965138154042,10.760909012405,13.3052101780032,94.6251593320477,5.191280189,"Sub-Saharan Africa","Lower middle income",18.82,"Angola","Kwanza",91456.078125,106584.0859375,20.149901,11.0052919387817,NA,1.36777424812317,38787.69921875,62686.86328125,92609.53125,107025.8125,395013.5625,0.0105752348899841,0.335212230682373,0.183467745780945,141521.796875,86537.7734375,133083.546875,858190.25,0.62860643863678,0.961108088493347,0.988259553909302,0.237113997340202,0.0685278996825218,0.0413516685366631,80.3680720555556,0.599448680877686,0.565611600875854,0.489424228668213,"Interpolated","Benchmark","Market-based","Regular","Regular",NA,45.5555555555556,0.230032086372375,0.223302811384201,0.132382348179817,0.648077249526978,-0.183493942022324,-0.0503005385398865,0.618012726306915,0.510694921016693,0.567191243171692,0.43498694896698,0.540350735187531,0.426152259111404,0.693377912044525,11.8602090257217,-0.464249911850924,2.39837624245771,2.58815570122357,4.54992339558233,1.64698033130831,2.93492013415723,9684.80314110583,10.8472055262204,51390.3415511044,55430.1884639772,0.927118290144399,42.3916666666667,-0.766666666666667,-0.05,-9.94633842407775
"Angola",2007,27145.3265386507,15.5517576696228,15.6162510765628,84.8697665636649,10.2089601756888,10.3098494756727,4.44111792346131,"AGO",0.069871821,0.061608597,0.070332967,0.181643410395458,10.760909012405,12.2514974459487,108.060067893978,5.242278337,"Sub-Saharan Africa","Lower middle income",18.82,"Angola","Kwanza",100577.3515625,121459.4453125,20.905363,11.414647102356,NA,1.37995040416718,44503.35546875,73278.59375,101425.7578125,119522.296875,455173.125,0.0117641231045127,0.344180047512054,0.199247643351555,161348.046875,92448.09375,144603.90625,886700.3125,0.650170087814331,1.05666148662567,1.03549957275391,0.242621317505836,0.0619133114814758,0.0414216592907906,76.70614275,0.682208836078644,0.64348953962326,0.546060562133789,"Interpolated","Benchmark","Market-based","Regular","Regular",NA,42.2222222222222,0.234038800001144,0.240752056241035,0.138304740190506,0.680097699165344,-0.175636753439903,-0.117556527256966,0.72285008430481,0.583606898784637,0.613435804843903,0.4686399102211,0.586368978023529,0.486389756202698,0.734223783016205,11.9913190925107,-0.4305212767625,2.43489736424815,2.50564817000559,4.68268725671461,1.65675620097347,2.93492013415723,10640.6658237758,10.9425524228004,56531.4513207294,55430.1884639772,1.01986756472004,47.65,4.49166666666667,0.3,-10.2567330193469
"Angola",2008,23012.3317303415,15.423292099373,15.5517576696228,69.6862119679753,10.0437855134165,10.2089601756888,4.24400247851287,"AGO",0.069871821,0.061608597,0.070332967,0.235912465918327,10.760909012405,12.4758291326398,121.364708453698,4.805339338,"Sub-Saharan Africa","Lower middle income",18.82,"Angola","Kwanza",120543.34375,150207.28125,21.695634,11.8423156738281,NA,1.39223492145538,52768.09375,93209.296875,121978.3046875,145000.453125,557643.0625,0.0141945676878095,0.370547473430634,0.226471155881882,179361.671875,101338.609375,167332.1875,929716.875,0.693952143192291,1.10901629924774,1.1313202381134,0.255717515945435,0.0617477186024189,0.0422220230102539,75.0333541666667,0.765292286872864,0.725855827331543,0.610609591007233,"Interpolated","Benchmark","Market-based","Regular","Regular",NA,42.2222222222222,0.226069435477257,0.278903961181641,0.137847319245338,0.839018583297729,-0.217187702655792,-0.264651566743851,0.777774572372437,0.674398839473724,0.744821310043335,0.53211236000061,0.64846658706665,0.522960901260376,0.796992003917694,12.0971595595995,-0.36535227878922,2.47167919089228,2.52379310296724,4.79880013169784,1.56972766178089,2.93492013415723,12683.9450481769,10.9968214783233,59684.1325919114,55430.1884639772,1.07674417579689,57.2583333333333,14.1,0.891666666666667,-10.7443423063001
"Angola",2009,19458.9543104276,15.2925040296847,15.423292099373,58.6910935354759,9.8760626189636,10.0437855134165,4.0722879867953,"AGO",0.069871821,0.061608597,0.070332967,0.190447031897043,10.760909012405,13.7302839288408,122.446144139295,6.621196764,"Sub-Saharan Africa","Lower middle income",18.82,"Angola","Kwanza",99539.359375,115505.34375,22.514281,12.2691717147827,NA,1.40462875366211,58517.1953125,104947.4765625,100015.1953125,115161.546875,704434.625,0.0204293206334114,0.24551759660244,0.217435240745544,180901.59375,104533.234375,172955.328125,977683.25,0.745384275913239,1.05702090263367,1.10502696037292,0.360010325908661,0.0110576469451189,0.0436129607260227,79.3281666666667,0.746246874332428,0.702965140342712,0.610509216785431,"Interpolated","Benchmark","Market-based","Regular","Regular",NA,45.5555555555556,0.338255137205124,0.403175234794617,0.169876232743263,0.68918776512146,-0.251212477684021,-0.349281936883926,0.761876702308655,0.648416101932526,0.71512496471405,0.48962527513504,0.614266514778137,0.462094098329544,0.372824311256409,12.1057084814607,-0.293855386990121,2.50708975153658,2.6196038990155,4.8076712936357,1.89027613367059,2.93492013415723,9414.27395712715,10.951356044302,57031.3299637423,55430.1884639772,1.02888573075673,41.48,5.26,0.32,-9.88862816435447
"Angola",2010,17090.8986164464,15.2000907006509,15.2925040296847,52.2594754432682,9.74630135614603,9.8760626189636,3.95622122259984,"AGO",0.069871821,0.061608597,0.070332967,0.224446992871169,10.760909012405,14.4696564932577,104.123635308845,6.180293498,"Sub-Saharan Africa","Lower middle income",18.82,"Angola","Kwanza",140742.28125,159625.234375,23.356246,11.9778327941895,NA,1.41713297367096,66721.5625,114244.3203125,140977.265625,153241.28125,870198.5,0.021662961691618,0.308318287134171,0.221669003367424,189691.96875,109008.6875,171276.234375,1013858.0625,0.785163164138794,1.07451570034027,1.06086158752441,0.300494611263275,0.0501538887619972,0.0446751117706299,91.9057203405018,0.663649439811707,0.594418406486511,0.546846628189087,"Interpolated","Benchmark","Market-based","Regular","Regular",NA,45.5555555555556,0.288939297199249,0.310117185115814,0.146462693810463,0.648454487323761,-0.170012548565865,-0.223961099982262,0.677508354187012,0.497218608856201,0.636308670043945,0.509236991405487,0.612003803253174,0.335303902626038,0.4380823969841,12.1531568184428,-0.24186373039194,2.48305767433504,2.67205380112579,4.64557899412352,1.82136576192767,2.93492013415723,13326.7208782907,10.9853560052761,59003.7337790476,55430.1884639772,1.06446929758128,47.7833333333333,4.625,0.291666666666667,-10.2641504594305
